sector_id,canonical_company_id,patent_id,patent_date,inventor_id,inventor_name_first,inventor_name_last,inventor_name
biotech,de14837c-a39b-46d7-926a-06cbe30db145,10912251,2021-02-09,fl:no_ln:anderson-2,Noel W.,Anderson,Noel W. Anderson
biotech,de14837c-a39b-46d7-926a-06cbe30db145,10912251,2021-02-09,fl:te_ln:pickett-2,Terence D.,Pickett,Terence D. Pickett
biotech,de14837c-a39b-46d7-926a-06cbe30db145,10912251,2021-02-09,fl:la_ln:hendrickson-1,Larry L.,Hendrickson,Larry L. Hendrickson
biotech,de14837c-a39b-46d7-926a-06cbe30db145,10912251,2021-02-09,fl:ri_ln:connell-2,Richard J.,Connell,Richard J. Connell
biotech,de14837c-a39b-46d7-926a-06cbe30db145,10912251,2021-02-09,fl:fr_ln:nelson-11,Frederick W.,Nelson,Frederick W. Nelson
biotech,de14837c-a39b-46d7-926a-06cbe30db145,10912251,2021-02-09,fl:br_ln:mcdonald-1,Brandon M.,McDonald,Brandon M. McDonald
biotech,28c99712-fa05-4d0d-b314-2328fb89e113,10912264,2021-02-09,fl:ra_ln:maruthachalam-1,Ravi,Maruthachalam,Ravi Maruthachalam
biotech,28c99712-fa05-4d0d-b314-2328fb89e113,10912264,2021-02-09,fl:si_ln:chan-25,Simon,Chan,Simon Chan
biotech,619cbdd6-d295-4b83-b57a-1e6284744fbb,10912276,2021-02-09,fl:ju_ln:mason-4,Justin T.,Mason,Justin T. Mason
biotech,e68896b7-cb56-4bce-92dd-850b527bc035,10912287,2021-02-09,fl:yu_ln:shen-21,Yuelei,Shen,Yuelei Shen
biotech,e68896b7-cb56-4bce-92dd-850b527bc035,10912287,2021-02-09,fl:ru_ln:huang-63,Rui,Huang,Rui Huang
biotech,e68896b7-cb56-4bce-92dd-850b527bc035,10912287,2021-02-09,fl:yu_ln:hu-37,Yuting,Hu,Yuting Hu
biotech,e68896b7-cb56-4bce-92dd-850b527bc035,10912287,2021-02-09,fl:ya_ln:bai-13,Yang,Bai,Yang Bai
biotech,e68896b7-cb56-4bce-92dd-850b527bc035,10912287,2021-02-09,fl:xi_ln:zhou-81,Xiaofei,Zhou,Xiaofei Zhou
biotech,e68896b7-cb56-4bce-92dd-850b527bc035,10912287,2021-02-09,fl:ya_ln:guo-7,Yanan,Guo,Yanan Guo
biotech,e68896b7-cb56-4bce-92dd-850b527bc035,10912287,2021-02-09,fl:ji_ln:du-42,Jichao,Du,Jichao Du
biotech,7006e7cd-39ff-405a-b457-5161be064167,10912299,2021-02-09,fl:br_ln:herdt-2,Brandon,Herdt,Brandon Herdt
biotech,7006e7cd-39ff-405a-b457-5161be064167,10912299,2021-02-09,fl:ri_ln:staub-3,Richard,Staub,Richard Staub
biotech,7006e7cd-39ff-405a-b457-5161be064167,10912299,2021-02-09,fl:ki_ln:solomon-2,Kim R.,Solomon,Kim R. Solomon
biotech,7006e7cd-39ff-405a-b457-5161be064167,10912299,2021-02-09,fl:ke_ln:tauer-2,Kevin C.,Tauer,Kevin C. Tauer
biotech,bcc21c55-1da5-4311-bc06-e4b0bab0ccdf,10912303,2021-02-09,fl:ge_ln:vonmaltzahn-2,Geoffrey,von Maltzahn,Geoffrey von Maltzahn
biotech,bcc21c55-1da5-4311-bc06-e4b0bab0ccdf,10912303,2021-02-09,fl:je_ln:lyford-1,Jeffrey,Lyford,Jeffrey Lyford
biotech,bcc21c55-1da5-4311-bc06-e4b0bab0ccdf,10912303,2021-02-09,fl:yv_ln:millet-3,Yves,Millet,Yves Millet
biotech,bcc21c55-1da5-4311-bc06-e4b0bab0ccdf,10912303,2021-02-09,fl:ri_ln:flavell-2,Richard Bailey,Flavell,Richard Bailey Flavell
biotech,bcc21c55-1da5-4311-bc06-e4b0bab0ccdf,10912303,2021-02-09,fl:da_ln:johnston-40,David Morris,Johnston,David Morris Johnston
biotech,bcc21c55-1da5-4311-bc06-e4b0bab0ccdf,10912303,2021-02-09,fl:sl_ln:djonovic-1,Slavica,Djonovic,Slavica Djonovic
biotech,bcc21c55-1da5-4311-bc06-e4b0bab0ccdf,10912303,2021-02-09,fl:ge_ln:toledo-3,Gerardo V.,Toledo,Gerardo V. Toledo
biotech,bcc21c55-1da5-4311-bc06-e4b0bab0ccdf,10912303,2021-02-09,fl:cr_ln:sadowski-1,Craig,Sadowski,Craig Sadowski
biotech,bcc21c55-1da5-4311-bc06-e4b0bab0ccdf,10912303,2021-02-09,fl:al_ln:naydich-1,Alexander,Naydich,Alexander Naydich
biotech,bcc21c55-1da5-4311-bc06-e4b0bab0ccdf,10912303,2021-02-09,fl:lu_ln:marquez-1,Luis Miguel,Marquez,Luis Miguel Marquez
biotech,bcc21c55-1da5-4311-bc06-e4b0bab0ccdf,10912303,2021-02-09,fl:al_ln:jack-1,Allison,Jack,Allison Jack
biotech,b5a3be52-264c-499f-a540-b5d900183d7e,10912310,2021-02-09,fl:zh_ln:zhang-127,Zhongyuan,Zhang,Zhongyuan Zhang
biotech,b5a3be52-264c-499f-a540-b5d900183d7e,10912310,2021-02-09,fl:xu_ln:mao-21,Xueqin,Mao,Xueqin Mao
biotech,b5a3be52-264c-499f-a540-b5d900183d7e,10912310,2021-02-09,fl:xi_ln:zhu-401,Xikui,Zhu,Xikui Zhu
biotech,b5a3be52-264c-499f-a540-b5d900183d7e,10912310,2021-02-09,fl:de_ln:han-17,Denglun,Han,Denglun Han
biotech,cd7f3b29-3870-4667-90c0-402e06f1b23b,10912334,2021-02-09,fl:ih_ln:zinovik-2,Ihar Nikolaevich,Zinovik,Ihar Nikolaevich Zinovik
biotech,cd7f3b29-3870-4667-90c0-402e06f1b23b,10912334,2021-02-09,fl:ge_ln:zuber-1,Gerard,Zuber,Gerard Zuber
biotech,f0356b3f-815a-4b1b-b998-77d5cfbcb995,10912471,2021-02-09,fl:mo_ln:lund-3,Morten Toft,Lund,Morten Toft Lund
biotech,f0356b3f-815a-4b1b-b998-77d5cfbcb995,10912471,2021-02-09,fl:ma_ln:madsen-10,Mads Holst Aagaard,Madsen,Mads Holst Aagaard Madsen
biotech,d198dfa0-d54d-44bb-bd51-f5f9d6d6e7ee,10912474,2021-02-09,fl:ay_ln:ram-2,Ayal,Ram,Ayal Ram
biotech,d198dfa0-d54d-44bb-bd51-f5f9d6d6e7ee,10912474,2021-02-09,fl:gi_ln:kapan-1,Gideon,Kapan,Gideon Kapan
biotech,96eeafe3-4aad-4468-9f8d-b5afba29de19,10912482,2021-02-09,fl:br_ln:carreel-1,Bruno,Carreel,Bruno Carreel
biotech,96eeafe3-4aad-4468-9f8d-b5afba29de19,10912482,2021-02-09,fl:fr_ln:bozsak-1,Franz,Bozsak,Franz Bozsak
biotech,96eeafe3-4aad-4468-9f8d-b5afba29de19,10912482,2021-02-09,fl:ol_ln:francais-1,Olivier,Francais,Olivier Francais
biotech,96eeafe3-4aad-4468-9f8d-b5afba29de19,10912482,2021-02-09,fl:br_ln:lepioufle-1,Bruno,Le Pioufle,Bruno Le Pioufle
biotech,96eeafe3-4aad-4468-9f8d-b5afba29de19,10912482,2021-02-09,fl:my_ln:cottance-1,Myline,Cottance,Myline Cottance
