sector_id,canonical_company_id,patent_id,patent_date,inventor_id,inventor_name_first,inventor_name_last,inventor_name
biotech,8bb0ac04-9d67-4851-a403-0e0ef85418d0,11540507,2023-01-03,fl:yu_ln:mori-18,Yuka,Mori,Yuka Mori
biotech,8bb0ac04-9d67-4851-a403-0e0ef85418d0,11540507,2023-01-03,fl:ta_ln:shimadzu-1,Takahisa,Shimadzu,Takahisa Shimadzu
biotech,8bb0ac04-9d67-4851-a403-0e0ef85418d0,11540507,2023-01-03,fl:to_ln:nagamura-2,Tokiko,Nagamura,Tokiko Nagamura
biotech,9f45b3d0-ebb6-486a-8d7c-ce3111ff8191,11540513,2023-01-03,fl:ha_ln:seelmanneggebert-1,Hans-Peter,Seelmann-Eggebert,Hans-Peter Seelmann-Eggebert
biotech,9f45b3d0-ebb6-486a-8d7c-ce3111ff8191,11540513,2023-01-03,fl:jo_ln:bentele-2,Joachim,Bentele,Joachim Bentele
biotech,9f45b3d0-ebb6-486a-8d7c-ce3111ff8191,11540513,2023-01-03,fl:si_ln:poulton-1,Simon,Poulton,Simon Poulton
biotech,2ecb405f-a085-458c-8b9b-082bb9b2e1b2,11540515,2023-01-03,fl:vi_ln:soroker-1,Victoria,Soroker,Victoria Soroker
biotech,2ecb405f-a085-458c-8b9b-082bb9b2e1b2,11540515,2023-01-03,fl:er_ln:plettner-1,Erika,Plettner,Erika Plettner
biotech,1140d568-f538-4a3b-a02f-ef41ea9aaceb,11540515,2023-01-03,fl:vi_ln:soroker-1,Victoria,Soroker,Victoria Soroker
biotech,1140d568-f538-4a3b-a02f-ef41ea9aaceb,11540515,2023-01-03,fl:er_ln:plettner-1,Erika,Plettner,Erika Plettner
biotech,045fd727-37e6-4a27-bab6-d4955ff4a854,11540520,2023-01-03,fl:re_ln:thayer-1,Rebecca E.,Thayer,Rebecca E. Thayer
biotech,045fd727-37e6-4a27-bab6-d4955ff4a854,11540520,2023-01-03,fl:ki_ln:roberts-6,Kira Bulazel,Roberts,Kira Bulazel Roberts
biotech,045fd727-37e6-4a27-bab6-d4955ff4a854,11540520,2023-01-03,fl:je_ln:parks-15,Jessica,Parks,Jessica Parks
biotech,0a7be665-209f-4ee8-a370-6dded1c88ca4,11540527,2023-01-03,fl:ki_ln:soerensen-1,Kim Ib,Soerensen,Kim Ib Soerensen
biotech,0a7be665-209f-4ee8-a370-6dded1c88ca4,11540527,2023-01-03,fl:me_ln:junge-1,Mette Pia,Junge,Mette Pia Junge
biotech,0a7be665-209f-4ee8-a370-6dded1c88ca4,11540527,2023-01-03,fl:ga_ln:buchhorn-1,Gaelle Lettier,BUCHHORN,Gaelle Lettier BUCHHORN
biotech,91930087-3a69-499a-a59d-ecfca0c0901d,11540528,2023-01-03,fl:di_ln:houwelingendejong-1,Dirkje,Houwelingen-de Jong,Dirkje Houwelingen-de Jong
biotech,91930087-3a69-499a-a59d-ecfca0c0901d,11540528,2023-01-03,fl:si_ln:bouman-1,Simone,Bouman,Simone Bouman
biotech,e9149738-7e84-4c06-91fb-dc0654bc7f39,11540538,2023-01-03,fl:st_ln:gordon-18,Stuart G.,Gordon,Stuart G. Gordon
biotech,e9149738-7e84-4c06-91fb-dc0654bc7f39,11540538,2023-01-03,fl:da_ln:naccarato-1,David Clayton,Naccarato,David Clayton Naccarato
biotech,9e30ede6-dfe6-4a60-9ff0-ace7964e7b29,11540544,2023-01-03,fl:pe_ln:lankhorst-1,Peter Philip,Lankhorst,Peter Philip Lankhorst
biotech,9e30ede6-dfe6-4a60-9ff0-ace7964e7b29,11540544,2023-01-03,fl:si_ln:gosiewska-1,Silvia,Gosiewska,Silvia Gosiewska
biotech,9e30ede6-dfe6-4a60-9ff0-ace7964e7b29,11540544,2023-01-03,fl:ro_ln:vanderhoeven-2,Robertus Antonius Mijndert,Van Der Hoeven,Robertus Antonius Mijndert Van Der Hoeven
biotech,29130a2a-3bd7-4dd3-b027-235327e1c7c8,11540550,2023-01-03,fl:in_ln:choi-3,In Young,Choi,In Young Choi
biotech,29130a2a-3bd7-4dd3-b027-235327e1c7c8,11540550,2023-01-03,fl:va_ln:longo-1,Valter D.,LONGO,Valter D. LONGO
biotech,cd7f3b29-3870-4667-90c0-402e06f1b23b,11540557,2023-01-03,fl:bi_ln:jakobsen-1,Bine Hare,Jakobsen,Bine Hare Jakobsen
biotech,cd7f3b29-3870-4667-90c0-402e06f1b23b,11540557,2023-01-03,fl:br_ln:nielsen-1,Bruno Provstgaard,Nielsen,Bruno Provstgaard Nielsen
biotech,cd7f3b29-3870-4667-90c0-402e06f1b23b,11540557,2023-01-03,fl:he_ln:bruun-2,Heidi Ziegler,Bruun,Heidi Ziegler Bruun
biotech,cd7f3b29-3870-4667-90c0-402e06f1b23b,11540557,2023-01-03,fl:my_ln:stahl-1,My Ly Lao,Stahl,My Ly Lao Stahl
biotech,73e846d5-39a2-4027-9b2e-1de77676ec14,11540696,2023-01-03,fl:do_ln:wichern-1,Donald M.,Wichern,Donald M. Wichern
biotech,73e846d5-39a2-4027-9b2e-1de77676ec14,11540696,2023-01-03,fl:jo_ln:talbert-2,Joshua D.,Talbert,Joshua D. Talbert
biotech,9496c0d2-1d5e-4e77-a61f-0fb39a5a33b7,11540720,2023-01-03,fl:lu_ln:brzozowski-1,Lukasz,Brzozowski,Lukasz Brzozowski
biotech,9496c0d2-1d5e-4e77-a61f-0fb39a5a33b7,11540720,2023-01-03,fl:ri_ln:croft-2,Richard L.,Croft,Richard L. Croft
biotech,9496c0d2-1d5e-4e77-a61f-0fb39a5a33b7,11540720,2023-01-03,fl:ja_ln:richmond-1,Janis W.,Richmond,Janis W. Richmond
biotech,d1d96a91-c5e6-4090-ba39-4af2494eb35c,11540721,2023-01-03,fl:hy_ln:jang-167,Hyeong Seok,Jang,Hyeong Seok Jang
biotech,d1d96a91-c5e6-4090-ba39-4af2494eb35c,11540721,2023-01-03,fl:ji_ln:park-74,Jin Young,Park,Jin Young Park
biotech,d1d96a91-c5e6-4090-ba39-4af2494eb35c,11540721,2023-01-03,fl:ku_ln:eom-2,Kun Sun,Eom,Kun Sun Eom
biotech,d1d96a91-c5e6-4090-ba39-4af2494eb35c,11540721,2023-01-03,fl:su_ln:ahn-76,Sung Mo,Ahn,Sung Mo Ahn
biotech,e2aff957-7344-4de4-8106-e37aff4d4188,11540722,2023-01-03,fl:ja_ln:coe-5,James,Coe,James Coe
biotech,ac92de82-4501-45a7-8b88-f9da14854b78,11540796,2023-01-03,fl:an_ln:madabhushi-1,Anant,Madabhushi,Anant Madabhushi
biotech,ac92de82-4501-45a7-8b88-f9da14854b78,11540796,2023-01-03,fl:mi_ln:chung-62,Mina K.,Chung,Mina K. Chung
biotech,ac92de82-4501-45a7-8b88-f9da14854b78,11540796,2023-01-03,fl:th_ln:attafosu-1,Thomas,Atta-Fosu,Thomas Atta-Fosu
biotech,ac92de82-4501-45a7-8b88-f9da14854b78,11540796,2023-01-03,fl:mi_ln:labarbera-1,Michael,LaBarbera,Michael LaBarbera
biotech,3db890f3-cbaf-4ae7-89e6-8241d6bd2aa8,11540796,2023-01-03,fl:an_ln:madabhushi-1,Anant,Madabhushi,Anant Madabhushi
biotech,3db890f3-cbaf-4ae7-89e6-8241d6bd2aa8,11540796,2023-01-03,fl:mi_ln:chung-62,Mina K.,Chung,Mina K. Chung
